Date,FDN,ICLN,IGV,SOXX,XBI,XLF
2008-07-31,-0.02036973872122294,-0.026069743381196386,0.006566380469178235,-0.07984771151208891,0.2148323439370028,0.07708183451216777
2008-08-31,-0.0013704515272998652,0.024520152431199094,0.03661619346837064,0.04405187782895781,-0.07024115085407956,-0.009708414538331378
2008-09-30,-0.14272640288489868,-0.2724372410869621,-0.10678028057055633,-0.17366507100066875,-0.06528873703999083,-0.07142891614534641
2008-10-31,-0.2203842474977965,-0.3972038891692653,-0.22954546012846733,-0.1763684000150425,-0.11042757693847693,-0.21172078482410295
2008-11-30,-0.10540722152410531,-0.1282401022761741,-0.08702093583047743,-0.18927861973643845,-0.08244501613749777,-0.18480334833300227
2008-12-31,0.07345062308136052,0.11580566678609161,0.02649500666357607,0.048023843538437694,0.09250190542880565,-0.011058844659001976
2009-01-31,-0.03684869501631882,-0.05236097832554221,-0.0553983080675462,-0.017672448223192916,-0.015721820351108806,-0.2509616627834945
2009-02-28,0.03111108940863483,-0.24864305316810964,-0.0386535589778465,-0.0162872262926399,-0.12298665610965087,-0.1774892397598995
2009-03-31,0.07686779513698827,0.14904794667184706,0.14627322650417218,0.1456955175507133,0.037164809192282044,0.15921067131455247
2009-04-30,0.1961308799018795,0.2028570295647265,0.10220752317933135,0.1242774909253277,-0.053933034097436994,0.23014991736895185
2009-05-31,0.04852182946289596,0.12446597128399195,0.02770913845767531,0.040274769996949455,0.037110393712999734,0.13979545782471092
2009-06-30,-0.004787169600837804,-0.0367554910854333,0.028029904300415298,0.006588937368241066,0.07880731228253168,-0.022894601644393053
2009-07-31,0.09192948830089986,0.029494722388991867,0.0579070948433944,0.15864691062197256,0.09062219742708932,0.094317372126826
2009-08-31,0.030836960319758466,-0.09421854451779965,0.007118678652068056,0.02622260504938434,-0.021180545959735175,0.12990006894284556
2009-09-30,0.09069322086998088,0.09929079016638087,0.06141808956610406,0.031077409451239824,-0.007582634634033303,0.01632586052789997
2009-10-31,-0.01610787909278999,-0.12129025523679848,-0.013317922935601745,-0.09354763531026322,-0.13026468845699468,-0.056656130037627817
2009-11-30,0.05398222569052691,0.056779055133937106,0.028391877378847852,0.06798016787985217,0.07499525725893941,0.04341601969493536
2009-12-31,0.054995763355297544,0.031032986985261246,0.06064721747760915,0.13537826264242003,0.06916417573273481,-0.0177351425477702
2010-01-31,-0.06725014471377844,-0.12887557279504203,-0.06507344890620936,-0.12286231828628125,0.030615097030825655,-0.01162238866436549
2010-02-28,0.032849689513498426,-0.07068627741587319,0.04244597242570247,0.07980446527257934,0.01863241247212466,0.03526059866298925
2010-03-31,0.10243710902785552,0.053691705839859605,0.06304775071380697,0.0648569820003364,0.06464178940424148,0.0865128530430117
2010-04-30,0.023229605019324806,-0.023354870760764923,0.014414783018937616,0.02023436957341196,0.006672588388636047,0.01547493101642683
2010-05-31,-0.06078362915971969,-0.1733694547480653,-0.06760053878004524,-0.06545016129952408,-0.10306580722884451,-0.09158398459829853
2010-06-30,-0.06861601109537974,-0.04010537811312187,-0.06313918880410352,-0.07236850014357799,-0.04359852904125194,-0.059263515162459646
2010-07-31,0.08748441457467315,0.12370964941766616,0.09807055176302915,0.056611529490335544,0.060073389771234664,0.06740840007424875
2010-08-31,0.010777489463782874,-0.044308110336285456,-0.0004229904237588178,-0.10461055531502272,-0.04427823299223366,-0.078177879026043
